,prism_consumer_id,score,reason_1,reason_2,reason_3,cash_score
13892,13892,0.29282046161741976,Frequent internal transfers between accounts,High proportion of income spent on essentials,Low net monthly cash flow,694
13893,13893,0.261272550313592,Recent overdraft activity,Frequent internal transfers between accounts,High proportion of income spent on essentials,702
13894,13894,0.3300349802486693,Multiple active debt-related expense categories,Frequent cash withdrawals,Low annual income inflows,685
13895,13895,0.233974134069097,Frequent internal transfers between accounts,Frequent transfers to external accounts,Low net monthly cash flow,709
13896,13896,0.22613462991995412,Low minimum monthly balance,Frequent internal transfers between accounts,Limited savings account activity,712
13897,13897,0.48118571622007383,Multiple active debt-related expense categories,Frequent internal transfers between accounts,Recent overdraft activity,654
13898,13898,0.28157696292293066,Frequent internal transfers between accounts,High income volatility,High proportion of income spent on essentials,697
13899,13899,0.5113165935729442,High transaction volume,Frequent internal transfers between accounts,Frequent transfers to external accounts,648
13900,13900,0.035619602974744806,Frequent internal transfers between accounts,High discretionary entertainment spending,Frequent transfers to external accounts,815
13901,13901,0.34469356716584326,Low minimum monthly balance,Low average monthly balance,Low annual income inflows,682
13902,13902,0.2419973776587504,Frequent internal transfers between accounts,Low net monthly cash flow,Frequent transfers to external accounts,707
13903,13903,0.1953721423501988,High income volatility,High food and beverage spending,High debit transaction activity,721
13904,13904,0.5299092415821619,High transaction volume,Frequent internal transfers between accounts,High discretionary entertainment spending,644
13905,13905,0.477917878046841,Low minimum monthly balance,Frequent internal transfers between accounts,Frequent overdrafts,654
13906,13906,0.5708104221115408,Multiple active debt-related expense categories,Frequent automotive-related expenses,Frequent cash withdrawals,636
13907,13907,0.2907855663084574,Multiple active debt-related expense categories,Limited savings account activity,Low annual income inflows,695
13908,13908,0.1144876996257698,High proportion of income spent on essentials,High income volatility,Low or inconsistent investment income,752
13909,13909,0.20433411621416905,Multiple active debt-related expense categories,Frequent internal transfers between accounts,Frequent transfers to external accounts,718
13910,13910,0.3160286224788428,Recent overdraft activity,Frequent internal transfers between accounts,Frequent transfers to external accounts,689
13911,13911,0.3336921343177681,Recent overdraft activity,Frequent internal transfers between accounts,Frequent transfers to external accounts,685
13912,13912,0.22456316484715266,High proportion of income spent on essentials,Frequent internal transfers between accounts,High discretionary entertainment spending,712
13913,13913,0.41065071801766956,Multiple active debt-related expense categories,Frequent internal transfers between accounts,High income volatility,668
13914,13914,0.31927638663692476,High income volatility,Frequent cash withdrawals,Low or inconsistent investment income,688
13915,13915,0.4062575703242341,Multiple active debt-related expense categories,Frequent internal transfers between accounts,High income volatility,669
13916,13916,0.3275877700448249,Multiple active debt-related expense categories,Frequent internal transfers between accounts,Low net monthly cash flow,686
13917,13917,0.6095757407226867,High transaction volume,Frequent internal transfers between accounts,Limited savings account activity,628
13918,13918,0.4068849568000286,Multiple active debt-related expense categories,Frequent internal transfers between accounts,High income volatility,669
13919,13919,0.16334355833444475,Multiple active debt-related expense categories,Frequent internal transfers between accounts,High spending related to debt obligations,732
13920,13920,0.5636121801390073,High transaction volume,Frequent internal transfers between accounts,Multiple active debt-related expense categories,637
13921,13921,0.31654608180479166,Frequent internal transfers between accounts,Frequent transfers to external accounts,High spending related to debt obligations,688
13922,13922,0.5099764231018463,Recent overdraft activity,Frequent internal transfers between accounts,Frequent cash withdrawals,648
13923,13923,0.5556343816164134,Multiple active debt-related expense categories,Low minimum monthly balance,Frequent automotive-related expenses,639
13924,13924,0.17981242542763404,High income volatility,Recent overdraft activity,Frequent cash withdrawals,726
13925,13925,0.2536235363291499,Low minimum monthly balance,Limited savings account activity,Frequent automotive-related expenses,704
13926,13926,0.056991172672666054,Recent account fees incurred,High income volatility,High proportion of income spent on essentials,790
13927,13927,0.32167376066629294,Frequent internal transfers between accounts,High income volatility,Low net monthly cash flow,687
13928,13928,0.33829114824648443,Multiple active debt-related expense categories,High debit transaction activity,High miscellaneous spending,684
13929,13929,0.1502144636673941,High proportion of income spent on essentials,Frequent internal transfers between accounts,Irregular paycheck deposits,737
13930,13930,0.31263930498518144,Multiple active debt-related expense categories,High spending on essential services,High income volatility,689
13931,13931,0.3166131475267651,Gambling-related spending,Frequent cash withdrawals,Frequent transfers to external accounts,688
13932,13932,0.049680235906174666,Limited savings account activity,Frequent internal transfers between accounts,Irregular paycheck deposits,798
13933,13933,0.17998905474482826,Multiple active debt-related expense categories,Frequent internal transfers between accounts,High income volatility,726
13934,13934,0.5332823684815371,Low minimum monthly balance,High income volatility,Recent overdraft activity,643
